Symbol,Date,Expiry,Option Type,StrikePrice,OptionPR,StockPR,StockPR1
NIFTY,11-Apr-19,31-Dec-20,CE,11000,1875,1951.5,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10900,2010,2027,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10800,2075,2103.65,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11800,1710,1396.55,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11700,1480,1460.85,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11600,1990,1526.25,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11500,1980,1593.6,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11400,1700,1662.4,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11300,1735,1732.65,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12400,1330,1045.8,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12200,1505,1505,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12300,1330,1099.85,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12100,1565,1565,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12000,1527.5,1272.45,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11900,1325,1333.9,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13000,714.65,758.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12900,763.4,801.7,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12800,772.1,847.05,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12700,820.15,894.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12600,1340,942.9,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,12500,1315,993.45,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13500,883.95,565.6,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13400,788.35,600.8,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13300,768.45,637.65,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13200,737,676.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13100,677.75,716.25,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,14100,729.25,386.65,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,14000,689.85,412.85,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13900,682.95,440.4,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13800,659.25,469.45,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13700,684,500,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,13600,621.6,532,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,4900,3978.2,7247.65,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,4800,4010.1,7336.4,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,4700,3896.8,7425.15,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,4600,3955.65,7513.9,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5400,4087.8,6803.85,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5300,4098.1,6892.6,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5200,4015.95,6981.35,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5100,4016.5,7070.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5000,4019.95,7158.85,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6000,3823.1,6271.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5900,3889.95,6360.05,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5800,3957.05,6448.8,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5700,4024.4,6537.55,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5600,4091.9,6626.35,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,5500,4159.6,6715.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6600,3428.1,5738.75,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6500,3493.1,5827.5,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6400,3558.45,5916.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6300,3624.15,6005.05,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6200,3690.2,6093.8,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6100,3756.5,6182.55,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7200,3046.95,5206.25,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7100,3109.3,5295,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7000,3172.15,5383.75,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6900,3235.5,5472.5,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6800,3299.3,5561.25,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,6700,3363.5,5650,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7700,2743.3,4762.6,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7600,2802.85,4851.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7500,2863.05,4940.05,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7400,2923.8,5028.75,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7300,2985.1,5117.5,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8400,2344.35,4142.25,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8300,2399.3,4230.75,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8200,2454.95,4319.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8100,2511.3,4407.9,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8000,2568.3,4496.55,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7900,2626,4585.2,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,7800,2684.3,4673.9,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8900,2081.05,3701.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8800,2132,3789.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8700,2183.95,3877.25,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8600,2236.7,3965.5,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,8500,2290.15,4053.85,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9500,2496,3177.55,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9400,1836.7,3264.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9300,1884,3351,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9200,1932.05,3438.2,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9100,1980.9,3525.65,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9000,2030.6,3613.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10100,2550,2667.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10000,2600,2751,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9900,2331,2835.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9800,2160,2920.15,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9700,2594,3005.5,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,9600,2304,3091.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10700,2145,2181.35,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10600,2150,2260.1,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10500,2285,2339.85,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10400,2035,2420.5,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10300,2105,2502,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,10200,2505,2584.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11200,1745,1804.3,11596.7
NIFTY,11-Apr-19,31-Dec-20,CE,11100,1875,1877.25,11596.7
NIFTY,12-Apr-19,31-Dec-20,CE,11100,1875,1909.4,-
NIFTY,12-Apr-19,31-Dec-20,CE,11000,1875,1984.65,-
NIFTY,12-Apr-19,31-Dec-20,CE,10900,2010,2061.05,-
NIFTY,12-Apr-19,31-Dec-20,CE,10800,2075,2138.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,11800,1710,1421.05,-
NIFTY,12-Apr-19,31-Dec-20,CE,11700,1480,1486.5,-
NIFTY,12-Apr-19,31-Dec-20,CE,11600,1990,1553,-
NIFTY,12-Apr-19,31-Dec-20,CE,11500,1980,1621.45,-
NIFTY,12-Apr-19,31-Dec-20,CE,11400,1700,1691.35,-
NIFTY,12-Apr-19,31-Dec-20,CE,12400,1330,1063.4,-
NIFTY,12-Apr-19,31-Dec-20,CE,12300,1330,1118.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,12200,1505,1175.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,12100,1565,1234.25,-
NIFTY,12-Apr-19,31-Dec-20,CE,12000,1527.5,1294.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,11900,1325,1357.25,-
NIFTY,12-Apr-19,31-Dec-20,CE,13000,714.65,769.45,-
NIFTY,12-Apr-19,31-Dec-20,CE,12900,763.4,814.05,-
NIFTY,12-Apr-19,31-Dec-20,CE,12800,772.1,860.35,-
NIFTY,12-Apr-19,31-Dec-20,CE,12700,820.15,908.45,-
NIFTY,12-Apr-19,31-Dec-20,CE,12600,1340,958.3,-
NIFTY,12-Apr-19,31-Dec-20,CE,12500,1315,1009.95,-
NIFTY,12-Apr-19,31-Dec-20,CE,13600,621.6,538.3,-
NIFTY,12-Apr-19,31-Dec-20,CE,13500,883.95,572.65,-
NIFTY,12-Apr-19,31-Dec-20,CE,13400,788.35,608.65,-
NIFTY,12-Apr-19,31-Dec-20,CE,13300,768.45,646.25,-
NIFTY,12-Apr-19,31-Dec-20,CE,13200,737,685.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,13100,677.75,726.65,-
NIFTY,12-Apr-19,31-Dec-20,CE,14100,729.25,389.8,-
NIFTY,12-Apr-19,31-Dec-20,CE,14000,689.85,416.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,13900,682.95,444.7,-
NIFTY,12-Apr-19,31-Dec-20,CE,13800,659.25,474.35,-
NIFTY,12-Apr-19,31-Dec-20,CE,13700,684,505.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,4900,3978.2,7293.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,4800,4010.1,7382.35,-
NIFTY,12-Apr-19,31-Dec-20,CE,4700,3896.8,7471.1,-
NIFTY,12-Apr-19,31-Dec-20,CE,4600,3955.65,7559.9,-
NIFTY,12-Apr-19,31-Dec-20,CE,5400,4087.8,6849.7,-
NIFTY,12-Apr-19,31-Dec-20,CE,5300,4098.1,6938.45,-
NIFTY,12-Apr-19,31-Dec-20,CE,5200,4015.95,7027.25,-
NIFTY,12-Apr-19,31-Dec-20,CE,5100,4016.5,7116,-
NIFTY,12-Apr-19,31-Dec-20,CE,5000,4019.95,7204.8,-
NIFTY,12-Apr-19,31-Dec-20,CE,6000,3823.1,6317.05,-
NIFTY,12-Apr-19,31-Dec-20,CE,5900,3889.95,6405.8,-
NIFTY,12-Apr-19,31-Dec-20,CE,5800,3957.05,6494.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,5700,4024.4,6583.35,-
NIFTY,12-Apr-19,31-Dec-20,CE,5600,4091.9,6672.15,-
NIFTY,12-Apr-19,31-Dec-20,CE,5500,4159.6,6760.9,-
NIFTY,12-Apr-19,31-Dec-20,CE,6600,3428.1,5784.4,-
NIFTY,12-Apr-19,31-Dec-20,CE,6500,3493.1,5873.2,-
NIFTY,12-Apr-19,31-Dec-20,CE,6400,3558.45,5961.95,-
NIFTY,12-Apr-19,31-Dec-20,CE,6300,3624.15,6050.7,-
NIFTY,12-Apr-19,31-Dec-20,CE,6200,3690.2,6139.5,-
NIFTY,12-Apr-19,31-Dec-20,CE,6100,3756.5,6228.25,-
NIFTY,12-Apr-19,31-Dec-20,CE,7200,3046.95,5251.8,-
NIFTY,12-Apr-19,31-Dec-20,CE,7100,3109.3,5340.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,7000,3172.15,5429.3,-
NIFTY,12-Apr-19,31-Dec-20,CE,6900,3235.5,5518.1,-
NIFTY,12-Apr-19,31-Dec-20,CE,6800,3299.3,5606.85,-
NIFTY,12-Apr-19,31-Dec-20,CE,6700,3363.5,5695.65,-
NIFTY,12-Apr-19,31-Dec-20,CE,7700,2743.3,4808,-
NIFTY,12-Apr-19,31-Dec-20,CE,7600,2802.85,4896.75,-
NIFTY,12-Apr-19,31-Dec-20,CE,7500,2863.05,4985.5,-
NIFTY,12-Apr-19,31-Dec-20,CE,7400,2923.8,5074.25,-
NIFTY,12-Apr-19,31-Dec-20,CE,7300,2985.1,5163,-
NIFTY,12-Apr-19,31-Dec-20,CE,8400,2344.35,4187.35,-
NIFTY,12-Apr-19,31-Dec-20,CE,8300,2399.3,4275.9,-
NIFTY,12-Apr-19,31-Dec-20,CE,8200,2454.95,4364.5,-
NIFTY,12-Apr-19,31-Dec-20,CE,8100,2511.3,4453.15,-
NIFTY,12-Apr-19,31-Dec-20,CE,8000,2568.3,4541.85,-
NIFTY,12-Apr-19,31-Dec-20,CE,7900,2626,4630.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,7800,2684.3,4719.25,-
NIFTY,12-Apr-19,31-Dec-20,CE,8900,2081.05,3745.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,8800,2132,3833.75,-
NIFTY,12-Apr-19,31-Dec-20,CE,8700,2183.95,3922,-
NIFTY,12-Apr-19,31-Dec-20,CE,8600,2236.7,4010.4,-
NIFTY,12-Apr-19,31-Dec-20,CE,8500,2290.15,4098.85,-
NIFTY,12-Apr-19,31-Dec-20,CE,9500,2496,3220.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,9400,1836.7,3307.45,-
NIFTY,12-Apr-19,31-Dec-20,CE,9300,1884,3394.65,-
NIFTY,12-Apr-19,31-Dec-20,CE,9200,1932.05,3482.1,-
NIFTY,12-Apr-19,31-Dec-20,CE,9100,1980.9,3569.75,-
NIFTY,12-Apr-19,31-Dec-20,CE,9000,2030.6,3657.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,10100,2550,2707.55,-
NIFTY,12-Apr-19,31-Dec-20,CE,10000,2600,2791.8,-
NIFTY,12-Apr-19,31-Dec-20,CE,9900,2331,2876.6,-
NIFTY,12-Apr-19,31-Dec-20,CE,9800,2160,2961.95,-
NIFTY,12-Apr-19,31-Dec-20,CE,9700,2594,3047.75,-
NIFTY,12-Apr-19,31-Dec-20,CE,9600,2304,3133.95,-
NIFTY,12-Apr-19,31-Dec-20,CE,10700,2145,2217.2,-
NIFTY,12-Apr-19,31-Dec-20,CE,10600,2150,2296.85,-
NIFTY,12-Apr-19,31-Dec-20,CE,10500,2285,2377.35,-
NIFTY,12-Apr-19,31-Dec-20,CE,10400,2035,2458.75,-
NIFTY,12-Apr-19,31-Dec-20,CE,10300,2105,2540.95,-
NIFTY,12-Apr-19,31-Dec-20,CE,10200,2505,2623.9,-
NIFTY,12-Apr-19,31-Dec-20,CE,11300,1735,1762.7,-
NIFTY,12-Apr-19,31-Dec-20,CE,11200,1745,1835.4,-
NIFTY,15-Apr-19,31-Dec-20,CE,11100,1875,1938.6,-
NIFTY,15-Apr-19,31-Dec-20,CE,11000,1875,2014.85,-
NIFTY,15-Apr-19,31-Dec-20,CE,10900,2010,2092.25,-
NIFTY,15-Apr-19,31-Dec-20,CE,10800,2075,2170.75,-
NIFTY,15-Apr-19,31-Dec-20,CE,11800,1710,1442.65,-
NIFTY,15-Apr-19,31-Dec-20,CE,11700,1480,1508.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,11600,1990,1576.85,-
NIFTY,15-Apr-19,31-Dec-20,CE,11500,1980,1646.4,-
NIFTY,15-Apr-19,31-Dec-20,CE,11400,1700,1717.4,-
NIFTY,15-Apr-19,31-Dec-20,CE,12400,1330,1078.1,-
NIFTY,15-Apr-19,31-Dec-20,CE,12300,1330,1134.4,-
NIFTY,15-Apr-19,31-Dec-20,CE,12200,1505,1192.45,-
NIFTY,15-Apr-19,31-Dec-20,CE,12100,1565,1252.3,-
NIFTY,15-Apr-19,31-Dec-20,CE,12000,1527.5,1314.35,-
NIFTY,15-Apr-19,31-Dec-20,CE,11900,1325,1377.7,-
NIFTY,15-Apr-19,31-Dec-20,CE,13000,714.65,778.05,-
NIFTY,15-Apr-19,31-Dec-20,CE,12900,763.4,823.5,-
NIFTY,15-Apr-19,31-Dec-20,CE,12800,772.1,870.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,12700,820.15,919.9,-
NIFTY,15-Apr-19,31-Dec-20,CE,12600,1340,970.85,-
NIFTY,15-Apr-19,31-Dec-20,CE,12500,1315,1023.55,-
NIFTY,15-Apr-19,31-Dec-20,CE,13600,621.6,542,-
NIFTY,15-Apr-19,31-Dec-20,CE,13500,883.95,577.05,-
NIFTY,15-Apr-19,31-Dec-20,CE,13400,788.35,613.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,13300,768.45,652.2,-
NIFTY,15-Apr-19,31-Dec-20,CE,13200,737,692.35,-
NIFTY,15-Apr-19,31-Dec-20,CE,13100,677.75,734.3,-
NIFTY,15-Apr-19,31-Dec-20,CE,14100,729.25,390.65,-
NIFTY,15-Apr-19,31-Dec-20,CE,14000,689.85,417.85,-
NIFTY,15-Apr-19,31-Dec-20,CE,13900,682.95,446.6,-
NIFTY,15-Apr-19,31-Dec-20,CE,13800,659.25,476.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,13700,684,508.6,-
NIFTY,15-Apr-19,31-Dec-20,CE,4900,3978.2,7338,-
NIFTY,15-Apr-19,31-Dec-20,CE,4800,4010.1,7426.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,4700,3896.8,7515.65,-
NIFTY,15-Apr-19,31-Dec-20,CE,4600,3955.65,7604.45,-
NIFTY,15-Apr-19,31-Dec-20,CE,5400,4087.8,6893.85,-
NIFTY,15-Apr-19,31-Dec-20,CE,5300,4098.1,6982.7,-
NIFTY,15-Apr-19,31-Dec-20,CE,5200,4015.95,7071.5,-
NIFTY,15-Apr-19,31-Dec-20,CE,5100,4016.5,7160.35,-
NIFTY,15-Apr-19,31-Dec-20,CE,5000,4019.95,7249.15,-
NIFTY,15-Apr-19,31-Dec-20,CE,6100,3756.5,6272.1,-
NIFTY,15-Apr-19,31-Dec-20,CE,6000,3823.1,6360.9,-
NIFTY,15-Apr-19,31-Dec-20,CE,5900,3889.95,6449.75,-
NIFTY,15-Apr-19,31-Dec-20,CE,5800,3957.05,6538.55,-
NIFTY,15-Apr-19,31-Dec-20,CE,5700,4024.4,6627.4,-
NIFTY,15-Apr-19,31-Dec-20,CE,5600,4091.9,6716.2,-
NIFTY,15-Apr-19,31-Dec-20,CE,5500,4159.6,6805.05,-
NIFTY,15-Apr-19,31-Dec-20,CE,6600,3428.1,5827.95,-
NIFTY,15-Apr-19,31-Dec-20,CE,6500,3493.1,5916.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,6400,3558.45,6005.6,-
NIFTY,15-Apr-19,31-Dec-20,CE,6300,3624.15,6094.45,-
NIFTY,15-Apr-19,31-Dec-20,CE,6200,3690.2,6183.25,-
NIFTY,15-Apr-19,31-Dec-20,CE,7100,3109.3,5383.85,-
NIFTY,15-Apr-19,31-Dec-20,CE,7000,3172.15,5472.7,-
NIFTY,15-Apr-19,31-Dec-20,CE,6900,3235.5,5561.5,-
NIFTY,15-Apr-19,31-Dec-20,CE,6800,3299.3,5650.35,-
NIFTY,15-Apr-19,31-Dec-20,CE,6700,3363.5,5739.15,-
NIFTY,15-Apr-19,31-Dec-20,CE,7800,2684.3,4762.2,-
NIFTY,15-Apr-19,31-Dec-20,CE,7700,2743.3,4851,-
NIFTY,15-Apr-19,31-Dec-20,CE,7600,2802.85,4939.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,7500,2863.05,5028.6,-
NIFTY,15-Apr-19,31-Dec-20,CE,7400,2923.8,5117.4,-
NIFTY,15-Apr-19,31-Dec-20,CE,7300,2985.1,5206.2,-
NIFTY,15-Apr-19,31-Dec-20,CE,7200,3046.95,5295.05,-
NIFTY,15-Apr-19,31-Dec-20,CE,8400,2344.35,4229.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,8300,2399.3,4318.45,-
NIFTY,15-Apr-19,31-Dec-20,CE,8200,2454.95,4407.15,-
NIFTY,15-Apr-19,31-Dec-20,CE,8100,2511.3,4495.9,-
NIFTY,15-Apr-19,31-Dec-20,CE,8000,2568.3,4584.65,-
NIFTY,15-Apr-19,31-Dec-20,CE,7900,2626,4673.4,-
NIFTY,15-Apr-19,31-Dec-20,CE,8900,2081.05,3787.35,-
NIFTY,15-Apr-19,31-Dec-20,CE,8800,2132,3875.65,-
NIFTY,15-Apr-19,31-Dec-20,CE,8700,2183.95,3964.1,-
NIFTY,15-Apr-19,31-Dec-20,CE,8600,2236.7,4052.6,-
NIFTY,15-Apr-19,31-Dec-20,CE,8500,2290.15,4141.15,-
NIFTY,15-Apr-19,31-Dec-20,CE,9500,2496,3260.75,-
NIFTY,15-Apr-19,31-Dec-20,CE,9400,1836.7,3348,-
NIFTY,15-Apr-19,31-Dec-20,CE,9300,1884,3435.45,-
NIFTY,15-Apr-19,31-Dec-20,CE,9200,1932.05,3523.2,-
NIFTY,15-Apr-19,31-Dec-20,CE,9100,1980.9,3611.1,-
NIFTY,15-Apr-19,31-Dec-20,CE,9000,2030.6,3699.15,-
NIFTY,15-Apr-19,31-Dec-20,CE,10100,2550,2744.95,-
NIFTY,15-Apr-19,31-Dec-20,CE,10000,2600,2829.75,-
NIFTY,15-Apr-19,31-Dec-20,CE,9900,2331,2915.1,-
NIFTY,15-Apr-19,31-Dec-20,CE,9800,2160,3000.95,-
NIFTY,15-Apr-19,31-Dec-20,CE,9700,2594,3087.2,-
NIFTY,15-Apr-19,31-Dec-20,CE,9600,2304,3173.8,-
NIFTY,15-Apr-19,31-Dec-20,CE,10700,2145,2250.2,-
NIFTY,15-Apr-19,31-Dec-20,CE,10600,2150,2330.65,-
NIFTY,15-Apr-19,31-Dec-20,CE,10500,2285,2412,-
NIFTY,15-Apr-19,31-Dec-20,CE,10400,2035,2494.15,-
NIFTY,15-Apr-19,31-Dec-20,CE,10300,2105,2577.1,-
NIFTY,15-Apr-19,31-Dec-20,CE,10200,2505,2660.7,-
NIFTY,15-Apr-19,31-Dec-20,CE,11300,1735,1789.85,-
NIFTY,15-Apr-19,31-Dec-20,CE,11200,1745,1863.6,-
NIFTY,16-Apr-19,31-Dec-20,CE,11000,1875,2118.05,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,10900,2010,2195.9,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,10800,2075,2274.75,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,10700,2130,2130,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,11900,1325,1473.6,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,11800,1710,1539.25,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,11700,1480,1606.8,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,11600,1990,1675.8,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,11500,1980,1746.25,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,11400,1700,1818.1,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12400,1330,1167.05,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12300,1330,1224.9,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12200,1505,1284.4,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12100,1565,1346.15,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12000,1527.5,1409.05,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13000,714.65,856.5,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12900,763.4,903.85,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12800,772.1,953,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12700,820.15,1003.9,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12600,1340,1056.55,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,12500,1315,1110.95,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13600,621.6,608.25,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13500,883.95,645.4,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13400,788.35,684.2,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13300,768.45,724.7,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13200,737,766.9,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13100,677.75,810.85,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,14100,729.25,446.25,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,14000,689.85,475.6,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13900,682.95,506.45,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13800,659.25,538.8,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,13700,684,572.75,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,4800,4010.1,7527.9,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,4700,3896.8,7616.65,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,4600,3955.65,7705.4,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5500,4159.6,6906.75,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5400,4087.8,6995.5,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5300,4098.1,7084.25,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5200,4015.95,7172.95,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5100,4016.5,7261.7,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5000,4019.95,7350.45,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,4900,3978.2,7439.2,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6000,3823.1,6463.1,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5900,3889.95,6551.85,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5800,3957.05,6640.55,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5700,4024.4,6729.3,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,5600,4091.9,6818.05,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6600,3428.1,5930.7,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6500,3493.1,6019.4,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6400,3558.45,6108.15,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6300,3624.15,6196.9,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6200,3690.2,6285.65,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6100,3756.5,6374.35,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,7200,3046.95,5398.3,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,7100,3109.3,5487,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,7000,3172.15,5575.75,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6900,3235.5,5664.5,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6800,3299.3,5753.2,11787.15
NIFTY,16-Apr-19,31-Dec-20,CE,6700,3363.5,5841.95,11787.15
